telemetry_id,timestamp,vehicle_id,speed_kmh,accel_m_s2,event,lat,lon,heading_deg
T001793,2025-09-20T11:00:10,V004,70.65,0.226,normal,52.370384,4.895086,358.01
T001794,2025-09-20T11:00:20,V004,50.53,0.247,normal,52.370342,4.895263,6.43
T001795,2025-09-20T11:00:30,V004,55.68,0.433,normal,52.3703,4.895386,11.21
T001796,2025-09-20T11:00:40,V004,40.44,0.334,normal,52.370434,4.895579,15.55
T001797,2025-09-20T11:00:50,V004,61.88,3.347,hard_accel,52.370539,4.895481,17.11
T001798,2025-09-20T11:01:00,V004,62.79,0.606,normal,52.370754,4.895327,14.35
T001799,2025-09-20T11:01:10,V004,79.13,0.087,normal,52.370614,4.895529,17.46
T001800,2025-09-20T11:01:20,V004,80.24,1.041,normal,52.370718,4.895722,8.94
T001801,2025-09-20T11:01:30,V004,47.65,0.68,normal,52.370763,4.895817,10.11
T001802,2025-09-20T11:01:40,V004,77.49,-0.403,normal,52.370706,4.895938,13.4
T001803,2025-09-20T11:01:50,V004,36.61,0.196,normal,52.370944,4.896112,13.86
T001804,2025-09-20T11:02:00,V004,52.98,-0.921,normal,52.371017,4.896203,18.84
T001805,2025-09-20T11:02:10,V004,56.38,-0.837,normal,52.371061,4.896338,14.56
T001806,2025-09-20T11:02:20,V004,63.02,-0.25,normal,52.371156,4.896505,19.36
T001807,2025-09-20T11:02:30,V004,61.28,-0.438,normal,52.371033,4.896564,18.89
T001808,2025-09-20T11:02:40,V004,64.39,-0.247,normal,52.370959,4.896593,23.24
T001809,2025-09-20T11:02:50,V004,57.8,0.164,normal,52.370975,4.896709,26.3
T001810,2025-09-20T11:03:00,V004,71.52,0.613,normal,52.371057,4.89705,30.84
T001811,2025-09-20T11:03:10,V004,68.3,0.586,normal,52.371234,4.897019,33.77
T001812,2025-09-20T11:03:20,V004,56.53,0.207,normal,52.371196,4.897037,35.85
T001813,2025-09-20T11:03:30,V004,70.11,-0.544,normal,52.371135,4.896896,39.94
T001814,2025-09-20T11:03:40,V004,84.82,-0.279,normal,52.371235,4.897018,40.11
T001815,2025-09-20T11:03:50,V004,51.92,0.319,normal,52.371271,4.897025,41.92
T001816,2025-09-20T11:04:00,V004,80.1,-0.413,normal,52.371129,4.896927,41.91
T001817,2025-09-20T11:04:10,V004,53.0,-0.633,normal,52.371087,4.896989,39.85
T001818,2025-09-20T11:04:20,V004,76.92,0.246,normal,52.371119,4.897238,41.43
T001819,2025-09-20T11:04:30,V004,53.45,-0.024,normal,52.371154,4.897266,42.02
T001820,2025-09-20T11:04:40,V004,69.19,-0.105,normal,52.371213,4.897305,45.79
T001821,2025-09-20T11:04:50,V004,62.16,0.555,normal,52.371133,4.89755,45.21
T001822,2025-09-20T11:05:00,V004,38.58,0.544,normal,52.371169,4.897619,42.93
T001823,2025-09-20T11:05:10,V004,82.99,0.891,normal,52.371314,4.897544,46.66
T001824,2025-09-20T11:05:20,V004,49.25,-0.326,normal,52.371075,4.897697,46.85
T001825,2025-09-20T11:05:30,V004,44.76,0.215,normal,52.371097,4.897902,44.48
T001826,2025-09-20T11:05:40,V004,52.33,0.01,normal,52.370981,4.897948,48.64
T001827,2025-09-20T11:05:50,V004,90.37,0.169,normal,52.371028,4.898033,51.42
T001828,2025-09-20T11:06:00,V004,44.96,-0.567,normal,52.370927,4.897946,56.97
T001829,2025-09-20T11:06:10,V004,62.14,-0.701,normal,52.370991,4.897912,55.95
T001830,2025-09-20T11:06:20,V004,46.52,-0.02,normal,52.371203,4.897942,54.51
T001831,2025-09-20T11:06:30,V004,48.58,-0.421,normal,52.371155,4.898021,51.25
T001832,2025-09-20T11:06:40,V004,40.81,0.469,normal,52.371122,4.898016,49.55
T001833,2025-09-20T11:06:50,V004,63.78,-0.75,normal,52.371125,4.898042,48.39
T001834,2025-09-20T11:07:00,V004,58.07,-0.709,normal,52.371207,4.898097,50.44
T001835,2025-09-20T11:07:10,V004,30.33,-3.675,hard_brake,52.371155,4.898047,47.65
T001836,2025-09-20T11:07:20,V004,70.48,-0.769,normal,52.371167,4.898085,45.66
T001837,2025-09-20T11:07:30,V004,71.74,0.838,normal,52.37115,4.898294,50.75
T001838,2025-09-20T11:07:40,V004,64.89,-0.091,normal,52.371153,4.898292,41.95
T001839,2025-09-20T11:07:50,V004,74.05,-0.301,normal,52.371236,4.898254,43.4
T001840,2025-09-20T11:08:00,V004,55.81,0.234,normal,52.371341,4.898574,39.52
T001841,2025-09-20T11:08:10,V004,63.87,0.442,normal,52.371244,4.898671,37.11
T001842,2025-09-20T11:08:20,V004,55.86,0.103,normal,52.371326,4.898649,41.38
T001843,2025-09-20T11:08:30,V004,41.91,-0.034,normal,52.371691,4.898796,41.59
T001844,2025-09-20T11:08:40,V004,62.63,-0.492,normal,52.371895,4.898897,49.56
T001845,2025-09-20T11:08:50,V004,61.9,0.315,lane_change,52.371881,4.898898,51.44
T001846,2025-09-20T11:09:00,V004,59.64,0.708,normal,52.371944,4.898962,48.96
T001847,2025-09-20T11:09:10,V004,64.49,-0.11,normal,52.371991,4.898997,50.63
T001848,2025-09-20T11:09:20,V004,76.94,-0.424,normal,52.372087,4.899186,54.02
T001849,2025-09-20T11:09:30,V004,57.55,0.091,normal,52.372095,4.899338,55.58
T001850,2025-09-20T11:09:40,V004,48.51,0.001,normal,52.372118,4.899151,54.94
T001851,2025-09-20T11:09:50,V004,45.62,-2.919,hard_brake,52.372095,4.899449,49.87
T001852,2025-09-20T11:10:00,V004,58.36,-0.251,normal,52.372254,4.899485,48.9
T001853,2025-09-20T11:10:10,V004,71.8,0.894,normal,52.372335,4.899761,53.9
T001854,2025-09-20T11:10:20,V004,45.9,-4.039,hard_brake,52.372417,4.899917,51.51
T001855,2025-09-20T11:10:30,V004,46.22,-0.345,normal,52.372589,4.900017,50.28
T001856,2025-09-20T11:10:40,V004,69.67,-0.474,normal,52.372762,4.900076,53.26
T001857,2025-09-20T11:10:50,V004,67.74,-0.43,normal,52.372917,4.900477,55.11
T001858,2025-09-20T11:11:00,V004,61.29,-0.223,normal,52.373087,4.900514,51.18
T001859,2025-09-20T11:11:10,V004,71.38,0.224,normal,52.373293,4.900504,50.86
T001860,2025-09-20T11:11:20,V004,73.39,0.654,normal,52.373247,4.900504,55.08
T001861,2025-09-20T11:11:30,V004,55.47,0.102,normal,52.373267,4.900574,55.16
T001862,2025-09-20T11:11:40,V004,49.2,-0.342,normal,52.373388,4.900644,59.45
T001863,2025-09-20T11:11:50,V004,59.86,0.77,normal,52.373349,4.900834,63.92
T001864,2025-09-20T11:12:00,V004,66.44,-1.034,normal,52.373363,4.900995,61.13
T001865,2025-09-20T11:12:10,V004,58.74,0.337,normal,52.373432,4.901156,60.25
T001866,2025-09-20T11:12:20,V004,48.14,-0.513,normal,52.373459,4.901199,62.22
T001867,2025-09-20T11:12:30,V004,61.95,-0.025,normal,52.373516,4.90135,57.61
T001868,2025-09-20T11:12:40,V004,35.6,0.282,normal,52.373451,4.901514,56.94
T001869,2025-09-20T11:12:50,V004,56.11,-0.803,normal,52.373498,4.901575,58.58
T001870,2025-09-20T11:13:00,V004,70.21,0.071,normal,52.373561,4.901678,56.71
T001871,2025-09-20T11:13:10,V004,70.87,0.109,normal,52.373773,4.901842,58.47
T001872,2025-09-20T11:13:20,V004,20.55,3.351,hard_accel,52.373796,4.901937,56.67
T001873,2025-09-20T11:13:30,V004,57.69,1.358,normal,52.373781,4.902044,54.84
T001874,2025-09-20T11:13:40,V004,67.19,-0.776,normal,52.373902,4.902283,57.07
T001875,2025-09-20T11:13:50,V004,45.89,0.709,normal,52.373635,4.902379,61.18
T001876,2025-09-20T11:14:00,V004,55.54,-0.019,normal,52.373653,4.902376,59.05
T001877,2025-09-20T11:14:10,V004,74.49,-0.404,normal,52.373651,4.902284,55.41
T001878,2025-09-20T11:14:20,V004,54.19,0.185,normal,52.373728,4.902368,55.3
T001879,2025-09-20T11:14:30,V004,79.18,-0.651,normal,52.373902,4.902398,56.7
T001880,2025-09-20T11:14:40,V004,51.11,-0.621,lane_change,52.374107,4.902565,54.54
T001881,2025-09-20T11:14:50,V004,76.92,-0.868,normal,52.374182,4.902825,59.52
T001882,2025-09-20T11:15:00,V004,60.4,0.273,normal,52.374077,4.902771,59.08
T001883,2025-09-20T11:15:10,V004,49.46,0.164,normal,52.374075,4.902735,56.89
T001884,2025-09-20T11:15:20,V004,76.96,-0.407,normal,52.374085,4.902802,62.69
T001885,2025-09-20T11:15:30,V004,45.52,0.762,normal,52.374172,4.902776,66.49
T001886,2025-09-20T11:15:40,V004,50.45,-0.331,normal,52.374227,4.902819,64.3
T001887,2025-09-20T11:15:50,V004,65.88,0.641,normal,52.374208,4.902825,67.51
T001888,2025-09-20T11:16:00,V004,60.97,0.061,normal,52.374133,4.902774,65.54
T001889,2025-09-20T11:16:10,V004,63.29,-0.338,normal,52.374096,4.902943,67.84
T001890,2025-09-20T11:16:20,V004,55.58,-0.057,normal,52.374056,4.903022,73.17
T001891,2025-09-20T11:16:30,V004,45.61,-0.627,normal,52.374268,4.903312,69.55
T001892,2025-09-20T11:16:40,V004,52.17,0.108,lane_change,52.374241,4.903425,67.93
T001893,2025-09-20T11:16:50,V004,75.84,0.015,lane_change,52.374297,4.903649,66.38
T001894,2025-09-20T11:17:00,V004,43.96,0.264,normal,52.374444,4.903632,67.18
T001895,2025-09-20T11:17:10,V004,79.73,0.44,normal,52.374513,4.903613,68.6
T001896,2025-09-20T11:17:20,V004,63.79,0.058,normal,52.374455,4.90395,68.33
T001897,2025-09-20T11:17:30,V004,64.87,1.543,hard_accel,52.374603,4.903946,63.29
T001898,2025-09-20T11:17:40,V004,35.98,0.466,normal,52.374689,4.903903,59.6
T001899,2025-09-20T11:17:50,V004,37.55,0.007,normal,52.37452,4.903832,56.95
T001900,2025-09-20T11:18:00,V004,55.73,-0.947,normal,52.374695,4.904132,58.62
T001901,2025-09-20T11:18:10,V004,54.28,0.155,normal,52.374832,4.904169,54.44
T001902,2025-09-20T11:18:20,V004,61.41,0.193,normal,52.374916,4.904287,51.7
T001903,2025-09-20T11:18:30,V004,80.63,-0.179,normal,52.375129,4.904375,48.3
T001904,2025-09-20T11:18:40,V004,66.45,-0.099,normal,52.375264,4.904359,49.32
T001905,2025-09-20T11:18:50,V004,58.46,-0.298,normal,52.375427,4.904393,52.72
T001906,2025-09-20T11:19:00,V004,74.6,0.208,normal,52.375581,4.904565,53.18
T001907,2025-09-20T11:19:10,V004,61.81,0.07,normal,52.375707,4.904488,59.16
T001908,2025-09-20T11:19:20,V004,79.2,-0.454,normal,52.375578,4.904638,59.62
T001909,2025-09-20T11:19:30,V004,51.93,0.809,normal,52.37546,4.90488,59.34
T001910,2025-09-20T11:19:40,V004,46.23,-0.333,normal,52.375595,4.904986,56.99
T001911,2025-09-20T11:19:50,V004,36.0,-1.353,normal,52.375769,4.905216,57.6
T001912,2025-09-20T11:20:00,V004,58.74,-0.235,normal,52.375748,4.905121,55.12
T001913,2025-09-20T11:20:10,V004,45.18,0.515,normal,52.375687,4.904971,52.18
T001914,2025-09-20T11:20:20,V004,45.01,-0.103,lane_change,52.375763,4.905071,49.16
T001915,2025-09-20T11:20:30,V004,72.41,-0.817,normal,52.375668,4.90507,48.48
T001916,2025-09-20T11:20:40,V004,39.33,-0.514,normal,52.375701,4.905246,46.98
T001917,2025-09-20T11:20:50,V004,61.24,-0.54,normal,52.375715,4.905278,54.95
T001918,2025-09-20T11:21:00,V004,59.0,-0.288,normal,52.375743,4.905366,55.58
T001919,2025-09-20T11:21:10,V004,61.11,-0.131,normal,52.375981,4.905446,56.15
T001920,2025-09-20T11:21:20,V004,76.61,0.247,normal,52.375968,4.905529,54.5
T001921,2025-09-20T11:21:30,V004,50.09,0.064,lane_change,52.376023,4.905534,63.69
T001922,2025-09-20T11:21:40,V004,88.86,2.095,hard_accel,52.375942,4.90544,60.92
T001923,2025-09-20T11:21:50,V004,38.88,0.89,normal,52.376086,4.905484,59.5
T001924,2025-09-20T11:22:00,V004,67.81,0.43,normal,52.376118,4.905728,62.5
T001925,2025-09-20T11:22:10,V004,77.72,0.386,normal,52.376286,4.905725,63.11
T001926,2025-09-20T11:22:20,V004,11.35,-0.907,normal,52.37609,4.905721,59.29
T001927,2025-09-20T11:22:30,V004,59.58,-0.376,normal,52.376135,4.90581,59.37
T001928,2025-09-20T11:22:40,V004,58.6,-0.799,normal,52.376198,4.905739,61.41
T001929,2025-09-20T11:22:50,V004,60.86,-0.385,normal,52.376339,4.905929,62.94
T001930,2025-09-20T11:23:00,V004,80.54,0.397,normal,52.376325,4.90587,64.93
T001931,2025-09-20T11:23:10,V004,50.84,-0.196,normal,52.376453,4.905905,71.48
T001932,2025-09-20T11:23:20,V004,45.79,0.536,normal,52.376451,4.90628,72.3
T001933,2025-09-20T11:23:30,V004,60.95,0.347,normal,52.37651,4.906212,74.69
T001934,2025-09-20T11:23:40,V004,73.49,0.025,normal,52.376652,4.906459,67.41
T001935,2025-09-20T11:23:50,V004,66.7,0.548,normal,52.376609,4.906544,73.01
T001936,2025-09-20T11:24:00,V004,60.41,0.682,normal,52.376733,4.906645,73.21
T001937,2025-09-20T11:24:10,V004,57.25,0.227,normal,52.376817,4.906618,70.6
T001938,2025-09-20T11:24:20,V004,35.92,0.115,normal,52.376833,4.906784,70.02
T001939,2025-09-20T11:24:30,V004,67.03,0.317,normal,52.376817,4.90681,72.0
T001940,2025-09-20T11:24:40,V004,68.46,-0.703,normal,52.376656,4.906742,75.11
T001941,2025-09-20T11:24:50,V004,51.69,-0.059,normal,52.376698,4.906987,74.82
T001942,2025-09-20T11:25:00,V004,54.42,-0.012,normal,52.376715,4.907011,76.63
T001943,2025-09-20T11:25:10,V004,47.42,-0.184,normal,52.376829,4.906858,75.84
T001944,2025-09-20T11:25:20,V004,70.42,-0.395,normal,52.376933,4.906895,77.31
T001945,2025-09-20T11:25:30,V004,55.61,0.499,normal,52.37709,4.907062,77.93
T001946,2025-09-20T11:25:40,V004,58.21,0.085,normal,52.377251,4.90721,78.83
T001947,2025-09-20T11:25:50,V004,67.55,0.13,normal,52.377616,4.907203,77.9
T001948,2025-09-20T11:26:00,V004,63.92,0.712,normal,52.377718,4.907156,79.11
T001949,2025-09-20T11:26:10,V004,66.76,-0.098,normal,52.377682,4.907062,76.63
T001950,2025-09-20T11:26:20,V004,62.1,-0.194,normal,52.377814,4.907129,77.21
T001951,2025-09-20T11:26:30,V004,62.37,0.681,normal,52.378025,4.907217,75.31
T001952,2025-09-20T11:26:40,V004,62.25,-0.745,normal,52.378122,4.907372,72.33
T001953,2025-09-20T11:26:50,V004,65.43,0.026,normal,52.37796,4.907424,70.21
T001954,2025-09-20T11:27:00,V004,66.02,-0.369,normal,52.378065,4.907473,69.59
T001955,2025-09-20T11:27:10,V004,45.3,0.146,normal,52.378052,4.90751,68.0
T001956,2025-09-20T11:27:20,V004,52.83,0.286,normal,52.37797,4.907598,69.19
T001957,2025-09-20T11:27:30,V004,57.56,0.314,normal,52.378039,4.907652,69.43
T001958,2025-09-20T11:27:40,V004,65.42,0.513,normal,52.377936,4.907835,72.48
T001959,2025-09-20T11:27:50,V004,92.65,1.871,hard_accel,52.378089,4.907942,72.22
T001960,2025-09-20T11:28:00,V004,50.24,-0.095,normal,52.378212,4.908025,72.76
T001961,2025-09-20T11:28:10,V004,70.54,0.263,normal,52.378253,4.90809,78.36
T001962,2025-09-20T11:28:20,V004,53.17,0.444,normal,52.378248,4.908047,77.05
T001963,2025-09-20T11:28:30,V004,76.45,-0.65,normal,52.37828,4.908117,76.19
T001964,2025-09-20T11:28:40,V004,82.95,0.157,normal,52.378228,4.908109,79.8
T001965,2025-09-20T11:28:50,V004,10.16,-2.087,hard_brake,52.378271,4.908221,76.93
T001966,2025-09-20T11:29:00,V004,56.08,0.044,normal,52.378036,4.908266,80.88
T001967,2025-09-20T11:29:10,V004,31.8,-0.178,normal,52.378095,4.908535,80.17
T001968,2025-09-20T11:29:20,V004,39.72,-0.361,normal,52.378157,4.908454,77.67
T001969,2025-09-20T11:29:30,V004,40.47,-0.509,normal,52.378291,4.908152,80.38
T001970,2025-09-20T11:29:40,V004,67.49,-0.076,normal,52.378371,4.908254,79.63
T001971,2025-09-20T11:29:50,V004,65.24,0.179,normal,52.378519,4.908247,85.1
T001972,2025-09-20T11:30:00,V004,69.61,-0.302,normal,52.378624,4.908336,85.34
T001973,2025-09-20T11:30:10,V004,67.29,0.595,normal,52.378777,4.908258,85.57
T001974,2025-09-20T11:30:20,V004,65.82,1.229,normal,52.379089,4.908557,83.81
T001975,2025-09-20T11:30:30,V004,61.34,0.207,normal,52.379181,4.908581,83.37
T001976,2025-09-20T11:30:40,V004,58.43,-0.021,normal,52.37925,4.908566,82.55
T001977,2025-09-20T11:30:50,V004,92.44,2.505,hard_accel,52.379418,4.908862,86.54
T001978,2025-09-20T11:31:00,V004,60.15,0.185,normal,52.379422,4.909033,87.41
T001979,2025-09-20T11:31:10,V004,66.3,0.739,normal,52.37946,4.90927,89.53
T001980,2025-09-20T11:31:20,V004,32.04,0.974,normal,52.379552,4.909319,89.82
T001981,2025-09-20T11:31:30,V004,45.9,0.698,normal,52.379609,4.909395,88.59
T001982,2025-09-20T11:31:40,V004,71.76,0.422,normal,52.379666,4.909393,89.7
T001983,2025-09-20T11:31:50,V004,51.98,0.205,normal,52.379806,4.909378,94.48
T001984,2025-09-20T11:32:00,V004,43.26,-0.524,normal,52.379686,4.909496,91.33
T001985,2025-09-20T11:32:10,V004,67.7,-0.05,normal,52.37994,4.909521,92.59
T001986,2025-09-20T11:32:20,V004,60.02,-0.108,normal,52.380038,4.909858,97.08
T001987,2025-09-20T11:32:30,V004,55.12,-0.047,normal,52.380048,4.910029,94.64
T001988,2025-09-20T11:32:40,V004,78.11,-0.36,normal,52.380261,4.910325,97.4
T001989,2025-09-20T11:32:50,V004,76.05,0.379,normal,52.380321,4.910128,100.17
T001990,2025-09-20T11:33:00,V004,57.75,-0.137,lane_change,52.380384,4.910425,96.29
T001991,2025-09-20T11:33:10,V004,68.67,-0.178,normal,52.380413,4.910209,99.62
T001992,2025-09-20T11:33:20,V004,33.14,-0.358,normal,52.38061,4.910127,97.84
T001993,2025-09-20T11:33:30,V004,73.12,0.116,normal,52.380659,4.909987,98.91
T001994,2025-09-20T11:33:40,V004,46.96,0.748,normal,52.380653,4.910086,101.99
T001995,2025-09-20T11:33:50,V004,42.57,-0.005,lane_change,52.380803,4.910154,105.59
T001996,2025-09-20T11:34:00,V004,38.58,0.141,normal,52.380971,4.91032,100.98
T001997,2025-09-20T11:34:10,V004,48.64,2.467,hard_accel,52.381182,4.910379,106.34
T001998,2025-09-20T11:34:20,V004,72.96,0.602,normal,52.381295,4.910596,110.6
T001999,2025-09-20T11:34:30,V004,67.57,0.294,normal,52.38146,4.910554,113.75
T002000,2025-09-20T11:34:40,V004,50.81,0.273,normal,52.381484,4.910774,114.84
T002001,2025-09-20T11:34:50,V004,70.26,-0.302,normal,52.381636,4.91084,113.53
T002002,2025-09-20T11:35:00,V004,52.86,-0.35,normal,52.381761,4.911193,110.28
T002003,2025-09-20T11:35:10,V004,63.88,0.071,normal,52.381864,4.911367,105.41
T002004,2025-09-20T11:35:20,V004,54.21,0.083,normal,52.381758,4.911401,107.34
T002005,2025-09-20T11:35:30,V004,58.56,-0.425,normal,52.381769,4.911467,110.5
T002006,2025-09-20T11:35:40,V004,49.1,0.352,normal,52.381814,4.911416,110.24
T002007,2025-09-20T11:35:50,V004,50.88,-0.139,normal,52.381918,4.911529,108.86
T002008,2025-09-20T11:36:00,V004,66.53,0.564,normal,52.382208,4.911562,109.07
T002009,2025-09-20T11:36:10,V004,68.46,-0.028,normal,52.382344,4.911719,107.15
T002010,2025-09-20T11:36:20,V004,55.03,-0.072,normal,52.382313,4.911629,107.22
T002011,2025-09-20T11:36:30,V004,41.69,-0.469,normal,52.382315,4.911659,105.12
T002012,2025-09-20T11:36:40,V004,89.65,-0.414,normal,52.382504,4.91159,106.96
T002013,2025-09-20T11:36:50,V004,72.79,3.381,hard_accel,52.382501,4.911528,110.69
T002014,2025-09-20T11:37:00,V004,63.75,0.134,normal,52.382653,4.911671,112.22
T002015,2025-09-20T11:37:10,V004,68.77,2.302,hard_accel,52.382715,4.911876,111.97
T002016,2025-09-20T11:37:20,V004,74.58,0.8,normal,52.382748,4.911666,114.94
T002017,2025-09-20T11:37:30,V004,76.41,-0.659,normal,52.382747,4.91196,115.0
T002018,2025-09-20T11:37:40,V004,39.5,0.336,normal,52.382493,4.912198,117.87
T002019,2025-09-20T11:37:50,V004,58.77,-0.794,normal,52.382597,4.912106,115.96
T002020,2025-09-20T11:38:00,V004,57.83,-0.219,normal,52.382541,4.912276,114.44
T002021,2025-09-20T11:38:10,V004,88.66,-0.573,normal,52.382449,4.91229,111.47
T002022,2025-09-20T11:38:20,V004,77.32,0.429,normal,52.382524,4.912349,110.08
T002023,2025-09-20T11:38:30,V004,42.59,-0.945,normal,52.382677,4.912491,113.02
T002024,2025-09-20T11:38:40,V004,51.26,-0.115,lane_change,52.382558,4.912619,110.41
T002025,2025-09-20T11:38:50,V004,49.28,-0.579,normal,52.382708,4.91262,103.49
T002026,2025-09-20T11:39:00,V004,64.46,-0.427,normal,52.382668,4.912621,102.25
T002027,2025-09-20T11:39:10,V004,86.68,2.583,hard_accel,52.382782,4.912628,98.73
T002028,2025-09-20T11:39:20,V004,61.31,0.66,normal,52.38289,4.912835,97.22
T002029,2025-09-20T11:39:30,V004,66.01,-0.168,normal,52.38292,4.912682,103.54
T002030,2025-09-20T11:39:40,V004,52.03,0.864,normal,52.382973,4.912733,100.87
T002031,2025-09-20T11:39:50,V004,65.95,0.968,normal,52.382983,4.912991,102.77
T002032,2025-09-20T11:40:00,V004,54.34,1.057,normal,52.383059,4.913146,102.53
T002033,2025-09-20T11:40:10,V004,40.31,-0.029,normal,52.383135,4.913342,103.65
T002034,2025-09-20T11:40:20,V004,65.17,0.105,normal,52.383092,4.913394,102.12
T002035,2025-09-20T11:40:30,V004,59.88,0.189,normal,52.383007,4.913324,105.6
T002036,2025-09-20T11:40:40,V004,46.83,-0.184,normal,52.383158,4.913401,106.88
T002037,2025-09-20T11:40:50,V004,79.74,0.212,normal,52.383228,4.913388,108.25
T002038,2025-09-20T11:41:00,V004,50.8,-0.468,normal,52.383365,4.913726,108.54
T002039,2025-09-20T11:41:10,V004,67.31,-0.938,normal,52.383348,4.913777,112.31
T002040,2025-09-20T11:41:20,V004,55.65,0.357,normal,52.383315,4.913924,113.99
T002041,2025-09-20T11:41:30,V004,78.52,-0.175,normal,52.383264,4.914198,115.11
T002042,2025-09-20T11:41:40,V004,84.7,2.713,hard_accel,52.383296,4.914136,117.06
T002043,2025-09-20T11:41:50,V004,39.9,-0.425,normal,52.383369,4.913933,111.78
T002044,2025-09-20T11:42:00,V004,69.72,0.758,normal,52.383365,4.914062,112.35
T002045,2025-09-20T11:42:10,V004,98.45,2.096,hard_accel,52.383572,4.914213,112.15
T002046,2025-09-20T11:42:20,V004,54.87,-0.761,normal,52.383557,4.914233,115.66
T002047,2025-09-20T11:42:30,V004,68.15,-0.593,normal,52.383632,4.914165,113.56
T002048,2025-09-20T11:42:40,V004,61.55,-0.146,normal,52.383594,4.914272,114.16
T002049,2025-09-20T11:42:50,V004,55.41,0.238,lane_change,52.383577,4.914339,119.93
T002050,2025-09-20T11:43:00,V004,70.09,-0.397,normal,52.383618,4.914448,119.85
T002051,2025-09-20T11:43:10,V004,50.4,-0.086,normal,52.383585,4.914382,115.86
T002052,2025-09-20T11:43:20,V004,60.39,0.057,normal,52.383644,4.914491,122.39
T002053,2025-09-20T11:43:30,V004,63.09,0.068,normal,52.383738,4.914659,120.24
T002054,2025-09-20T11:43:40,V004,62.65,-1.198,normal,52.383897,4.914548,117.12
T002055,2025-09-20T11:43:50,V004,50.7,0.111,normal,52.383839,4.914793,114.12
T002056,2025-09-20T11:44:00,V004,84.72,-0.866,normal,52.383906,4.914894,116.3
T002057,2025-09-20T11:44:10,V004,75.15,-0.143,normal,52.38395,4.915066,120.2
T002058,2025-09-20T11:44:20,V004,71.88,-0.251,lane_change,52.383815,4.914983,125.48
T002059,2025-09-20T11:44:30,V004,77.2,-0.539,normal,52.383752,4.915135,125.52
T002060,2025-09-20T11:44:40,V004,60.83,0.422,normal,52.383849,4.915007,122.56
T002061,2025-09-20T11:44:50,V004,7.67,-6.732,hard_brake,52.383764,4.914963,120.85
T002062,2025-09-20T11:45:00,V004,46.93,-0.261,normal,52.383807,4.915065,120.95
T002063,2025-09-20T11:45:10,V004,51.56,0.439,normal,52.383645,4.915102,120.89
T002064,2025-09-20T11:45:20,V004,47.83,-0.276,normal,52.383684,4.915175,124.81
T002065,2025-09-20T11:45:30,V004,53.66,-0.379,normal,52.383529,4.915476,120.86
T002066,2025-09-20T11:45:40,V004,63.32,-0.134,normal,52.383518,4.915548,117.51
T002067,2025-09-20T11:45:50,V004,70.97,0.27,normal,52.383525,4.915703,116.59
T002068,2025-09-20T11:46:00,V004,70.64,0.723,normal,52.383587,4.915765,117.69
T002069,2025-09-20T11:46:10,V004,64.35,1.548,hard_accel,52.383612,4.915823,116.36
T002070,2025-09-20T11:46:20,V004,68.27,-0.428,normal,52.383538,4.915776,114.79
T002071,2025-09-20T11:46:30,V004,73.73,-0.138,normal,52.383466,4.91589,118.31
T002072,2025-09-20T11:46:40,V004,56.95,0.115,lane_change,52.383355,4.916265,119.73
T002073,2025-09-20T11:46:50,V004,74.37,-0.385,normal,52.383426,4.916345,116.78
T002074,2025-09-20T11:47:00,V004,70.51,0.344,normal,52.383492,4.916383,115.25
T002075,2025-09-20T11:47:10,V004,44.82,-0.459,normal,52.383609,4.91659,116.8
T002076,2025-09-20T11:47:20,V004,86.3,-0.95,normal,52.383609,4.916783,113.01
T002077,2025-09-20T11:47:30,V004,51.41,0.266,normal,52.383485,4.916905,114.55
T002078,2025-09-20T11:47:40,V004,71.49,0.324,normal,52.383504,4.916938,113.51
T002079,2025-09-20T11:47:50,V004,71.05,0.522,normal,52.383555,4.917146,114.6
T002080,2025-09-20T11:48:00,V004,45.31,-0.996,normal,52.383488,4.91723,114.96
T002081,2025-09-20T11:48:10,V004,62.15,-0.333,normal,52.383431,4.91741,111.61
T002082,2025-09-20T11:48:20,V004,70.91,-0.126,normal,52.383526,4.917381,109.7
T002083,2025-09-20T11:48:30,V004,45.18,0.878,normal,52.383587,4.917381,114.04
T002084,2025-09-20T11:48:40,V004,61.2,-0.08,normal,52.38375,4.917463,121.16
T002085,2025-09-20T11:48:50,V004,71.91,-0.673,lane_change,52.383972,4.917384,115.92
T002086,2025-09-20T11:49:00,V004,72.69,0.148,normal,52.383872,4.91741,119.04
T002087,2025-09-20T11:49:10,V004,55.24,0.655,normal,52.38388,4.917326,119.93
T002088,2025-09-20T11:49:20,V004,78.53,0.548,normal,52.383942,4.917211,126.18
T002089,2025-09-20T11:49:30,V004,75.67,0.281,normal,52.384029,4.917573,124.5
T002090,2025-09-20T11:49:40,V004,62.89,0.131,normal,52.38418,4.91757,127.2
T002091,2025-09-20T11:49:50,V004,52.09,-1.134,normal,52.384303,4.917578,126.29
T002092,2025-09-20T11:50:00,V004,46.01,0.013,normal,52.384467,4.917657,130.13
T002093,2025-09-20T11:50:10,V004,64.53,0.089,normal,52.384523,4.9176,137.07
T002094,2025-09-20T11:50:20,V004,77.57,-0.08,normal,52.38451,4.91761,137.71
T002095,2025-09-20T11:50:30,V004,32.63,-1.462,hard_brake,52.384755,4.9179,134.29
T002096,2025-09-20T11:50:40,V004,49.69,-0.088,normal,52.38482,4.918013,138.53
